word,cefr
smell,B1
smile,A1
smile,B1
smith,A1
smoke,A1
smoke,A2
smoker,B1
smokestack,B2
smoking,A1
smooth,A2
smoothly,A2
snack,A2
snake,A1
snap,B2
sneak,B2
sneer,B2
sneeze,B1
sneeze,B2
sniff,B2
snore,B2
snore,B2
snow,A1
snow,A2
snowball,B2
snowboard,B1
snowboarding,A2
snowstorm,B1
snowy,A1
so,A2
so,A1
soak,B2
soak,B2
soaked,B2
soaking,B2
soap,A2
soap opera,B1
soar,B2
sob,B2
so-called,B2
soccer,A1
sociable,B2
social,A1
social networking,B1
socialize/socialise,B2
socially,B1
society,A2
sock,A2
soda,A2
sofa,A1
soft,A2
soft drink,A2
softly,A2
softness,B2
software,A2
soil,B2
soil,B1
solar,B2
soldier,A2
solid,B1
solidity,B2
soliloquy,B2
solo,B2
solo,B2
solo,B2
solution,A2
solve,A1
solvent,B2
some,A1
some,A1
somebody,A2
someday,A2
somehow,B1
someone,A1
someplace,B1
something,A1
sometime,B1
sometimes,B1
somewhat,B2
somewhere,A2
son,A1
song,A1
son-in-law,B2
sonnet,B2
soon,A1
soothe,B1
sophisticated,B2
sophomore,B1
sore,B1
sorrow,B1
sorry,A1
sort,B1
sort,B2
soul,B1
sound,B2
sound,A2
sound,A2
soundtrack,B2
soup,A1
sour,B1
source,A2
south,A2
south,A2
south,A2
southeast,B1
southeast,B1
southern,B1
southward,B2
southwest,B1
southwest,B1
souvenir,B1
Soviet,B2
soybean,B2
spa,B2
space,A2
spaceship,A2
spaghetti,A2
span,B2
spare,B2
spare,B2
sparerib,B2
spark,B2
sparkle,B1
sparkling,B2
sparrow,B2
speak,A1
speaker,A2
special,A1
specialist,B1
specialize/specialise,B1
specially,B1
specialty,B2
species,B2
specific,A2
specifically,B2
specify,B2
spectacle,B2
spectacular,B1
spectator,B1
speech,A1
speed,A2
speed,B1
speeder,B2
spell,A1
spell,A2
spellbound,B2
spelling,B1
spend,A1
sphere,B1
spice,B1
spicy,B1
spider,B1
spill,A2
spin,B2
spinach,B1
spiral,B1
spirit,B1
spiritual,B1
spite,B2
splash,B2
splash,A2
splatter,B2
split,A2
split,B1
split,B2
spoil,B1
spokesman,B2
spokeswoman,B2
sponge,B1
sponsor,B1
sponsor,B2
spoon,A2
sport,A1
sports,B1
sports center/sports centre,A2
sportsmanship,B1
spot,A1
spot,B2
spray,B2
spray,B2
spread,A2
spread,B2
spreadsheet,B2
spring,A1
sprint,B2
spur,B2
spy,A1
squad,B2
square,A2
square,A2
squash,B2
squash,B2
squeeze,B2
stab,B2
stability,B2
stable,B1
stack,B2
stadium,A2
staff,A2
stage,A1
stagger,B2
stain,B2
stain,B2
stair,A2
stake,B2
stall,B1
stammer,B2
stamp,A2
stamp,B2
stand,A1
stand,A2
standard,B2
standard,B1
standby,B2
standstill,B2
stanza,B2
star,A1
star,B1
stare,B1
start,A1
start,A1
startle,B2
starvation,B2
starve,B2
starving,B2
state,B2
state,A2
state,B2
statement,A2
statesman,B2
statewide,B2
station,A1
statistics,B2
statue,A2
status,B1
stay,B1
stay,A1
steadily,B1
steady,B1
steak,A2
steal,A2
steam,B1
steel,B1
steely,B2
steep,B1
steer,B2
steering wheel,B2
stem,B1
step,A2
step,A1
stepfather,B2
stepmother,B2
stereotype,B2
stern,B2
stew,B2
stick,B2
stick,B1
sticker,B1
sticky,B1
stiff,B2
still,A1
still,A2
stimulant,B2
stimulate,B2
stimulation,B2
stingy,B2
stink,B2
stir,B1
stitch,B2
stock,B2
stock market,B2
stockpile,B2
stomach,A2
stomachache,A2
stone,A1
stonework,B2
stool,B2
stop,A1
stop,A1
stopover,B2
stopwatch,B2
storage,B1
store,A1
store,B2
storm,A2
stormy,B1
story,A1
storyteller,B1
stove,A2
straight,A2
straight,A1
straighten,B2
straightforward,B2
strain,B1
strain,B2
strait,B2
strand,B2
strange,A1
strangely,B1
stranger,A2
strangle,B2
strategic,B1
strategy,A2
straw,B1
strawberry,B1
stream,B1
stream,B1
street,A1
strength,A2
strengthen,B1
stress,B1
stress,B2
stressed,B1
stressful,B1
stretch,B1
stricken,B1
strict,A1
strictly,B2
stride,B2
strike,A2
strike,B1
striking,B2
string,A2
strip,B1
strip,B2
stripe,B1
strive,B2
stroke,B2
stroke,B2
strong,A1
strongly,A2
structure,A2
struggle,B1
struggle,B2
stubborn,B1
stubbornly,B2
stuck,B1
student,A1
studio,B1
study,A2
study,A1
stuff,A2
stuff,B2
stuffed,B1
stumble,B1
stun,B1
stunning,B1
stupid,B1
style,A2
stylish,B1
stylist,B2
subconscious,B1
subcontinent,B2
subculture,B2
subdivision,B2
subject,A1
subjunctive,B2
submarine,B1
submit,B2
subplot,B2
subside,B2
substance,B2
substantial,B1
substitute,B1
substitute,B2
subtitle,B2
subtle,B2
subtract,B2
suburb,B2
subway,A1
succeed,A2
success,A2
successful,A1
successfully,A2
successive,B2
such,A2
such,A2
suck,B2
sudden,A2
suddenly,B1
sue,B2
suffer,B1
suffering,B2
sufficient,B1
sufficiently,B2
suffix,B1
sugar,A1
suggest,A2
suggestion,A1
suicide,B1
suit,A2
suit,A2
suitable,A2
suitably,B2
suitcase,A2
sulfur/sulphur,B2
sum,A1
summarize/summarise,B1
summary,A2
summer,A1
summit,B1
sun,A1
sunbathe,B1
sunbeam,B2
Sunday,A1
sundial,B1
sunflower,A2
sunglasses,A2
sunlight,A2
sunny,A1
sunrise,B1
sunset,B1
sunshine,A1
super,A1
superb,B2
superintendent,B2
superior,B1
superlative,A2
supermarket,A1
supernatural,B2
superstar,A2
superstition,B1
supervise,B2
supervision,B2
supervisor,B2
supper,A2
supplement,B2
supplier,B2
supply,B1
supply,B2
support,A2
support,B1
supporter,B1
supportive,B1
suppose,B1
supposedly,B1
suppress,B2
sure,A1
sure,A2
surely,B1
surf,A1
surf,A2
surface,B1
surfing,A2
surge,B2
surgeon,B1
surgery,B1
surname,A2
surprise,A1
surprise,B1
surprised,A2
surprising,A2
surprisingly,B1
surrender,B2
surround,B1
surrounding,B1
surroundings,B2
surveillance,B2
survey,A1
survival,B1
survive,A2
survivor,B1
suspect,B1
suspect,B2
suspend,B2
suspicion,B1
suspicious,B2
suspiciously,B2
sustain,B2
swallow,A2
swan,B2
swarm,B1
swear,B1
sweat,B1
sweat,A2
sweater,A2
sweatshirt,B1
sweep,B2
sweet,A1
sweet,A2
sweetheart,A2
swell,B1
swift,B2
swim,A1
swim,A1
swimmer,B1
swimming,A1
swimming costume,A2
swimming pool,A1
swimsuit,A2
swing,B2
swing,B2
switch,B1
switch,B1
swollen,B1
sword,B1
syllable,B2
symbol,A2
symbolic,B2
sympathetic,B2
sympathize/sympathise,B2
sympathy,B1
symphony,A2
symptom,B1
syndrome,B1
synonym,B2
system,A2
systematic,B1
table,A1
table tennis,A2
tablecloth,B2
tablespoon,A2
tablet,B1
tabloid,B2
tabloid,B2
tack,B2
tackle,B2
tactile,B2
tag,B2
tail,B2
take,B1
take,A1
takeaway,B1
takeoff/take-off,B1
tale,B1
talent,A2
talented,B1
talk,B1
talk,A1
talkative,B1
tall,A1
tame,B2
tan,B2
tank,B1
tanned,B2
tap,A2
tap,B2
tape,A2
tape,B1
target,A2
task,A2
taste,B1
taste,B1
tasteless,B1
tasty,B1
tatter,B2
tattoo,B2
taunt,B2
tax,B1
taxi,A1
tea,A1
teach,A1
teacher,A1
teaching,B1
team,A1
teammate,B1
teamwork,B1
tear,A2
tear,B1
tease,B1
tease,B2
teaspoon,B2
technical,B2
technically,B2
technique,B1
technological,B1
technology,A1
teen,B1
teenage,A2
teenager,A2
telecommunications,B1
telegram,B1
telephone,A1
telephone,A2
telescope,B2
television,A1
tell,A1
teller,B1
temper,B1
temperate,B2
temperature,A2
temple,A1
temporarily,B2
temporary,B1
tempt,B1
temptation,B2
ten,A1
tend,B1
tendency,B1
tender,B2
tenderly,B2
tenderness,B2
tennis,A1
tense,B1
tense,B1
tension,B1
tent,B1
term,B1
terminal,B1
terrace,B2
terrible,A1
terribly,B1
terrific,B1
terrified,B1
terrify,A2
terrifying,B2
territory,B2
terror,B1
terrorism,B1
terrorist,A2
terrorist,B1
test,A1
test,B2
testify,B2
testimony,B2
text,A2
text,A2
text message,A2
textbook,A2
than,A1
than,A1
thank,A1
thankful,B1
thanks,A1
that,B2
that,A1
that,A1
that,A1
the,A1
theater/theatre,A1
theft,B1
their,A1
theirs,A2
them,A1
theme,B2
themselves,A2
then,A1
theorist,B2
theory,B1
therapist,B2
therapy,B2
there,A1
thereafter,B2
therefore,A2
thermometer,B2
these,A1
these,A1
thesis,B2
they,A1
thick,A1
thickly,B2
thickness,B2
thief,A2
thigh,B2
thin,A1
thing,A1
think,A1
thinker,B2
third,A2
third person,B2
thirdly,B2
thirst,B2
thirst,B1
thirsty,A2
thirteen,A1
thirty,A1
this,A1
this,A1
thorough,B1
thoroughly,B2
those,A1
those,A1
though,B2
though,A2
thought,A2
thoughtful,B2
thoughtless,B2
thousand,A2
thread,B2
threat,B1
threaten,B2
threatening,B1
three,A1
thrill,B2
thrilled,B2
thriller,B1
thrilling,B2
throat,B2
through,B1
through,A1
throughout,B1
throw,A1
throw,A2
thumb,B1
thump,B1
thunder,B1
thunderous,B1
thunderstorm,A2
Thursday,A1
thus,B1
tick,B1
tick,B1
ticket,A1
tickle,B2
tide,B1
tidy,A2
tidy,A2
tie,A2
tie,B1
tiger,A1
tight,A1
tight,B2
tighten,B1
tightly,B1
tightrope,B2
tights,A2
tile,B1
till,B1
till,A2
time,A1
time,B2
timeless,B2
timeliness,B2
timely,B1
times,B2
timetable,A2
timing,B2
tin,B1
tiny,B1
tip,A2
tip,B2
tiptoe,B2
tire,B1
tired,A1
tiredness,B2
tiresome,B2
tiring,B1
tissue,B1
title,A2
to,A1
to,A1
toast,A2
tobacco,B1
today,A1
today,A1
toe,A2
toenail,B2
together,A1
toil,B2
toilet,A1
tolerant,B2
tolerate,B2
toll,B2
tomato,A1
tomb,B2
tomorrow,A1
tomorrow,A1
ton,B2
tone,A2
tongue,B1
tonight,A1
tonight,A2
too,A1
tool,A1
tooth,A1
toothache,A2
toothbrush,A2
toothpaste,B1
top,B1
top,A1
topic,A1
torch,B2
tornado,B1
tortoiseshell,B2
torture,B2
toss,B1
total,B1
total,B1
totally,B1
touch,A1
touch,B1
tough,B2
tour,A2
tour,B1
tour guide,A2
tourism,B1
tourist,A2
tournament,B1
toward/towards,A2
towel,A1
tower,A1
town,A1
toxic,B2
toy,A1
trace,B1
trace,B2
track,A2
track,B2
tracksuit,B1
trade,A2
trade,B2
trader,B2
tradition,A2
traditional,A2
traditionally,B1
traffic,A2
traffic jam,B1
traffic light,A2
tragedy,B1
tragic,B1
trail,B1
trail,B2
trailer,B2
train,A1
train,A2
trainee,B2
trainer,B2
training,A2
trait,B2
traitor,B2
tram,A2
tramp,B2
trample,B2
transcript,B2
transfer,B2
transfer,B1
transform,B1
transformation,B1
transfusion,B2
transient,B2
transistor,B2
transition,B2
transitional,B1
transitive,B2
translate,B1
translation,B2
translator,B2
transmission,B2
transmit,B2
transparent,B2
transport,B1
transport,B2
transportation,B1
trap,A2
trash,B1
travel,A2
travel,A1
travel agent,B1
traveler/traveller,A2
traverse,B2
tray,B2
tread,B2
treasure,A2
treat,B1
treat,B2
treatment,B1
treaty,B2
tree,A1
trek,B2
tremble,B1
tremendous,B1
tremendously,B2
tremor,B2
trend,B1
trial,B2
triangle,B2
tribe,B2
trick,A2
trick,B2
tricky,B2
trigger,B1
trim,B1
trio,B2
trip,A1
trip,B2
triumph,B1
trivial,B2
trolley,B2
troop,B2
trophy,B2
tropic,B2
tropical,B1
trouble,A2
trouble,B1
troublesome,B2
trousers,A1
truck,A1
true,A1
truly,A2
trumpet,B1
trunk,B2
trust,B2
trust,A2
trustworthy,B1
trusty,B2
truth,A2
truthful,B2
truthfulness,B2
try,A1
try,A2
T-shirt/tee-shirt,A1
tub,B2
tube,A1
tuberculosis,B2
Tuesday,A1
tug,B2
tuition,B2
tulip,B2
tumble,B1
tumor/tumour,B2
tuna,B1
tune,A2
tunnel,B2
turbulence,B1
turbulent,B2
turkey,A1
turn,A1
turn,A1
turning,B1
turtle,B1
tutor,B2
TV,A1
twelve,A1
twenty,A1
twice,A2
twin,B1
twinkle,B2
twist,B1
twist,B1
twisted,B2
two,A1
type,A1
type,B1
typhoid,B2
typical,B1
typically,B1
tyranny,B2
tyrant,B2
ugly,A1
ultimate,B2
ultimately,B2
umbrella,A1
unable,B1
unacceptable,B2
unafraid,B1
unashamedly,B2
unattractive,B2
unauthorized/unauthorised,B2
unavailable,B2
unaware,B2
unbearable,B2
unbeatable,B2
unbelievable,B1
uncertain,A2
uncertainty,B1
unchanged,B2
uncharacteristic,B2
uncle,A1
unclear,B1
unclearly,B2
uncomfortable,A2
uncomfortably,B2
uncommon,B2
unconcerned,B2
unconscious,B2
uncontrollable,B1
uncover,B1
under,A1
underage,B1
underestimate,B2
undergo,B1
undergraduate,B2
underground,B2
underground,B2
underline,A1
underline,B1
underneath,B2
underneath,B1
underpants,B1
undersea,B2
understand,A2
understandable,B2
understanding,B2
understanding,B2
undertake,B2
underwater,A2
underwater,B2
underwear,B2
undo,B1
undoubtedly,B2
undreamed,B2
undress,B1
undressed,B2
unease,B2
uneasily,B2
uneasy,A2
unemployed,B1
unemployment,B1
unenthusiastic,B2
uneven,B2
unexpected,B1
unexpectedly,B1
unfair,A2
unfairly,B1
unfamiliar,B2
unfashionable,B2
unfit,B1
unfold,B1
unforeseen,B2
unforgettable,A2
unfortunate,B1
unfortunately,A2
unfriendly,B1
ungodly,B2
unhappiness,B2
unhappy,A2
unhealthy,A2
unheard,B1
unhelpful,B2
uniform,A2
uniform,A2
unify,B1
unimaginable,B2
unimaginably,B2
unimportant,A2
uninterested,B1
uninteresting,B1
union,B1
unique,B1
unit,A2
unite,B1
united,B2
universal,B2
universe,B1
university,A2
unjustly,B2
unkind,B2
unknown,A2
unless,B1
unlike,A2
unlike,B2
unlikely,B1
unlimited,B2
unload,B2
unlock,B2
unlucky,B1
unmistakable,B2
unmistakably,B2
unnatural,B2
unnecessary,A2
unofficial,B2
unpack,B1
unpleasant,A2
unpopular,B2
unpredictable,B1
unrealistic,B2
unreasonable,B2
unrelated,B1
unreliable,B2
unrest,B2
unsafe,B2
unsatisfactory,B2
unselfish,B2
unstoppable,B2
unsuccessful,B2
unsuitable,B2
unsure,B2
untalented,B2
unthinkably,B2
untidy,B1
untie,B2
until,B1
until,A1
unto,B2
untreated,B2
untrimmed,B2
unusual,A2
unusually,B1
unusualness,B2
unwanted,B1
unwell,B1
unwilling,B2
unwise,B2
unworldly,B2
up,A2
up,A1
upbringing,B2
update,B2
update,B1
upgrade,B2
upgrade,B2
uplifted,B1
upload,B1
upon,A2
upper,B1
upright,B2
upright,B2
upset,A2
upset,B2
upside down,B2
upside down,B2
upstairs,B1
upstairs,A2
upstairs,B1
up-to-date,B1
upward,B1
urban,B2
urge,B1
urge,B2
urgent,B1
urgently,B2
us,A1
usage,B1
use,A2
use,A1
used,A2
used to,B1
useful,A2
useless,B1
user,B2
usher,B2
usual,A2
usually,A1
utility,B2
utilize/utilise,B2
utter,B2
utterly,B2
vacancy,B1
vacant,B2
vacation,A1
vaccine,B2
vague,B1
vain,B1
valentine,B2
valid,B2
valley,A2
valuable,B1
value,A2
value,B2
van,B1
vanish,B2
vanity,B2
variation,B2
varied,B2
variety,B1
various,B1
vary,B1
vase,A1
vast,B1
vegetable,A1
vegetarian,B1
vegetarian,B1
vehicle,B1
vein,B1
venture,B2
venue,B2
verb,A2
verbal,B2
verbally,B2
verse,B2
verse,B2
version,B2
versus,B2
very,B2
very,A1
vessel,B1
vet,B1
veteran,B2
via,B1
vibrate,B2
vibration,B2
vice,B1
vice president,B1
victim,B1
victory,B1
video,A1
video clip,B1
video game,A2
view,A2
view,B1
viewer,B2
viewpoint,B1
vigor/vigour,B2
vigorous,B2
vigorously,B2
villa,B2
village,A2
villager,B2
vinegar,B2
violate,B2
violence,B1
violent,A2
violently,B1
violin,A2
virtual,B1
virtual reality,B2
virtually,B2
virtue,B2
virus,B1
visa,B1
visible,B1
visibly,B2
vision,B1
visit,A1
visit,A1
visitor,A2
visual,B1
visually,B1
vital,B2
vitamin,B2
vivid,B1
vividly,B1
vocabulary,A2
vocalist,B2
voice,A2
volcano,B1
volleyball,A1
volume,B1
volunteer,B2
volunteer,B1
vomit,B2
vote,A1
vote,B1
voter,B2
vow,B2
vowel,B1
voyage,B1
wage,B2
wagon,B1
waist,B2
waistcoat,B2
wait,B2
wait,A1
waiter,A1
waitress,A1
wake,A1
wake,B1
walk,A1
walk,A1
walkabout,B2
walker,B2
walking,A2
wall,A1
wallboard,B2
wallet,A2
walnut,B2
wander,A2
want,B2
want,A1
war,A1
ward,B1
wardrobe,B1
warm,A1
warm,B1
warmly,B1
warmth,B1
warn,B1
warning,B1
warranty,B1
warrior,B1
warship,B2
wartime,B2
was,A1
wash,A1
wash,A1
washbowl,B1
washing machine,A2
washing-up,A2
wasp,B2
waste,B1
waste,B1
waste,B1
wasteful,B1
watch,A1
watch,A1
water,A1
water,B2
waterfall,B1
waterproof,B2
wave,A2
wave,B1
wax,B1
wax,B1
way,A1
we,A1
weak,A2
weaken,B2
weakly,B2
weakness,B1
wealth,A2
wealthy,B2
weapon,B1
wear,A1
wearisome,B2
weary,B2
weather,A1
weather forecast,B1
weave,B2
web,A2
web page,A2
webcam,B1
website,A2
wed,B2
wedding,A2
Wednesday,A1
weed,B2
week,A1
weekday,A2
weekend,A1
weekly,A2
weekly,A2
weep,A2
weigh,A2
weight,A2
weird,B1
welcome,B1
welcome,A1
welcome,B2
welcome,A1
welfare,B2
well,A1
well,A1
well-balanced,B2
well-built,B2
well-dressed,B1
well-known,A2
well-organized/well-organised,B2
well-paid,B2
were,A1
west,A2
west,A2
west,A2
western,B2
westward,B1
wet,A2
wetland,B1
whale,B1
what,A1
what,A1
whatever,A2
whatever,B1
wheat,B2
wheel,A1
wheelchair,A2
when,A1
when,A1
whenever,B1
whenever,B1
where,A1
where,A1
whereas,B2
wherever,B1
whether,B1
which,A1
which,A1
whichever,B1
whichever,B2
while,A2
while,B1
whip,B2
whiskey/whisky,B2
whisper,B1
whisper,B2
whistle,B1
whistle,B2
white,A1
white,A1
who,A1
whoever,B1
whole,A2
whole,B1
whom,A2
whose,A1
whose,A1
why,A1
wide,A2
wide,A2
widely,A2
widen,B2
widespread,B1
widow,B2
width,B2
wife,A1
wild,A2
wilderness,B2
wildlife,B1
wildly,B1
will,A1
will,B2
willing,B2
willingly,B2
willingness,B1
win,B2
win,A1
wind,A1
wind,B2
winding,B2
window,A1
windscreen,B1
windshield,B2
windsurfing,B1
windy,A2
wine,A2
wing,B1
wink,B2
winner,A2
winter,A1
wipe,B2
wire,B1
wire,B2
wisdom,A2
wise,A2
wish,A1
wish,A2
wit,B2
with,A1
withdraw,B2
withdrawal,B2
wither,B1
within,A2
without,A2
witness,B2
witness,B1
witty,B2
wizard,B1
wolf,B2
woman,A1
wonder,B1
wonder,A2
wonderful,A1
wondrous,B2
wood,A2
woodcarving,B2
wooden,A2
wool,A2
word,A1
wordlessly,B2
work,A1
work,A1
workaholic,B2
workbench,B2
worker,A1
working,B1
workman,B2
workout,B1
workplace,B1
workshop,B1
worktable,B2
world,A1
worldly,B2
worldview,B2
worldwide,B2
worldwide,A2
worm,B2
worn,B1
wornout/worn out/worn-out,B2
worried,A2
worry,A1
worry,A2
worrying,B2
worse,A2
worse,A2
worse,B2
worsen,B2
worship,B2
worst,A2
worst,B2
worst,B1
worth,B1
worthless,B2
worthwhile,B1
worthy,B1
would,A1
wound,B1
wound,B2
wrap,B1
wrap,B1
wrapping,B1
wreck,B2
wrist,B1
wristwatch,B1
write,A1
writer,A1
writing,A2
written,B1
wrong,A1
wrong,A2
wrongly,B2
X-ray,B2
yacht,B2
yard,A1
yawn,B2
yawn,B2
yeah,A2
year,A1
yearn,B2
yell,B1
yell,B2
yellow,A1
yellow,A1
yes,A1
yesterday,A1
yet,A1
yet,B1
yield,B2
yoga,B1
yogurt/yoghurt,A1
you,A1
young,A1
your,A1
yours,A1
yourself,A1
youth,A2
youthful,B2
yummy,B2
zebra,B2
zip,B2
zone,A2
zoo,A1
zoom,B2
